GC_Content	Count	sample
0	52.0	pc1
1	51.0	pc1
2	52.5	pc1
3	50.0	pc1
4	45.5	pc1
5	47.5	pc1
6	52.5	pc1
7	69.5	pc1
8	98.5	pc1
9	144.5	pc1
10	189.5	pc1
11	234.0	pc1
12	330.5	pc1
13	472.0	pc1
14	615.5	pc1
15	874.0	pc1
16	1546.0	pc1
17	2422.5	pc1
18	3458.5	pc1
19	6259.0	pc1
20	17063.5	pc1
21	28433.5	pc1
22	30115.5	pc1
23	27716.0	pc1
24	28004.0	pc1
25	47961.5	pc1
26	79821.5	pc1
27	96376.5	pc1
28	123156.0	pc1
29	156287.5	pc1
30	359919.0	pc1
31	678432.5	pc1
32	809196.0	pc1
33	1034178.0	pc1
34	1460723.0	pc1
35	1696430.0	pc1
36	1846431.5	pc1
37	1840217.5	pc1
38	1741412.5	pc1
39	1933766.5	pc1
40	2158659.0	pc1
41	2271724.0	pc1
42	2374489.5	pc1
43	2819070.0	pc1
44	3318013.0	pc1
45	3606542.0	pc1
46	4109850.0	pc1
47	4445695.0	pc1
48	3940533.5	pc1
49	3480934.0	pc1
50	2937965.5	pc1
51	2258575.5	pc1
52	1884586.5	pc1
53	1494549.0	pc1
54	1301078.5	pc1
55	1116427.5	pc1
56	998397.5	pc1
57	1016883.5	pc1
58	1051524.0	pc1
59	923027.5	pc1
60	801564.0	pc1
61	706694.0	pc1
62	619666.0	pc1
63	560643.0	pc1
64	447174.0	pc1
65	382027.0	pc1
66	306758.5	pc1
67	228502.0	pc1
68	201315.0	pc1
69	164562.5	pc1
70	138203.0	pc1
71	116424.0	pc1
72	103862.0	pc1
73	102712.0	pc1
74	85394.5	pc1
75	63252.0	pc1
76	48781.5	pc1
77	36081.0	pc1
78	27350.5	pc1
79	24547.5	pc1
80	21002.0	pc1
81	19303.0	pc1
82	20334.0	pc1
83	18476.0	pc1
84	15786.0	pc1
85	12129.0	pc1
86	7231.0	pc1
87	4612.0	pc1
88	3698.5	pc1
89	3119.5	pc1
90	2718.5	pc1
91	2329.5	pc1
92	1906.5	pc1
93	1230.0	pc1
94	701.5	pc1
95	585.0	pc1
96	545.0	pc1
97	452.0	pc1
98	234.0	pc1
99	94.0	pc1
100	92.0	pc1
